43109	1320
43108	1319
43107	1321
43105	1322
43104	1322
43103	1319
43102	1316
43101	1309
43098	1309
43097	1297
43096	1291
43095	1288
43094	1278
43091	1279
43090	1271
43089	1270
43088	1264
43087	1266
43084	1258
43083	1257
43082	1249
43081	1242
43080	1247
43077	1248
43076	1253
43075	1266
43074	1265
43073	1278
43070	1282
43069	1277
43068	1286
43067	1299
43066	1299
43063	1292
43062	1292
43061	1297
43060	1286
43059	1275
43056	1297
43055	1278
43054	1278
43053	1283
43052	1279
43049	1274
43048	1288
43047	1284
43046	1276
43045	1282
43042	1269
43041	1278
43040	1277
43039	1271
43038	1278
43035	1272
43034	1270
43033	1279
43032	1278
43031	1281
43028	1281
43027	1290
43026	1283
43025	1286
43024	1303
43021	1305
43020	1297
43019	1289
43018	1294
43017	1285
43014	1275
43013	1273
43012	1277
43011	1275
43010	1276
43007	1285
43006	1289
43005	1288
43004	1302
43003	1312
43000	1298
42999	1295
42998	1316
42997	1311
42996	1311
42993	1325
42992	1329
42991	1328
42990	1333
42989	1336
42986	1351
42985	1350
42984	1339
42983	1345
42982	1338
42981	1341
42979	1330
42978	1322
42977	1314
42976	1319
42975	1315
42972	1298
42971	1292
42970	1295
42969	1291
42968	1297
42965	1292
42964	1292
42963	1283
42962	1280
42961	1290
42958	1294
42957	1290
42956	1279
42955	1263
42954	1265
42951	1265
42950	1274
42949	1278
42948	1279
42947	1273
42944	1275
42943	1267
42942	1256
42941	1259
42940	1254
42937	1255
42936	1246
42935	1242
42934	1242
42933	1234
42930	1228
42929	1217
42928	1219
42927	1215
42926	1213
42923	1210
42922	1223
42921	1222
42920	1228
42919	1219
42916	1242
42915	1246
42914	1249
42913	1247
42912	1246
42909	1256
42908	1249
42907	1246
42906	1244
42905	1247
42902	1257
42901	1255
42900	1276
42899	1269
42898	1269
42895	1271
42894	1280
42893	1293
42892	1298
42891	1283
42888	1280
42887	1270
42886	1275
42885	1266
42884	1267
42883	1268
42881	1271
42880	1260
42879	1257
42878	1259
42877	1265
42874	1254
42873	1253
42872	1259
42871	1236
42870	1230
42867	1228
42866	1224
42865	1219
42864	1216
42863	1227
42860	1227
42859	1229
42858	1249
42857	1257
42856	1256
42853	1268
42852	1266
42851	1264
42850	1267
42849	1278
42846	1289
42845	1284
42844	1283
42843	1294
42842	1292
42839	1290
42838	1289
42837	1278
42836	1274
42835	1254
42832	1257
42831	1253
42830	1249
42829	1258
42828	1254
42825	1251
42824	1248
42823	1257
42822	1259
42821	1259
42818	1252
42817	1250
42816	1253
42815	1250
42814	1237
42811	1233
42810	1230
42809	1204
42808	1202
42807	1202
42804	1201
42803	1202
42802	1209
42801	1215
42800	1225
42797	1226
42796	1232
42795	1249
42794	1253
42793	1257
42790	1257
42789	1250
42788	1232
42787	1238
42786	1238
42785	1237
42783	1238
42782	1240
42781	1232
42780	1224
42779	1224
42776	1234
42775	1235
42774	1238
42773	1234
42772	1230
42769	1219
42768	1217
42767	1206
42766	1209
42765	1193
42762	1188
42761	1190
42760	1197
42759	1210
42758	1215
42755	1204
42754	1201
42753	1211
42752	1212
42751	1203
42750	1203
42748	1195
42747	1199
42746	1196
42745	1184
42744	1184
42741	1172
42740	1180
42739	1164
42738	1160
42737	1151
42734	1150
42733	1156
42732	1139
42731	1137
42730	1135
42729	1135
42727	1132
42726	1129
42725	1131
42724	1132
42723	1141
42720	1135
42719	1128
42718	1161
42717	1157
42716	1164
42713	1159
42712	1170
42711	1175
42710	1168
42709	1174
42706	1175
42705	1167
42704	1171
42703	1188
42702	1191
42699	1178
42698	1186
42697	1189
42696	1211
42695	1216
42694	1206
42692	1209
42691	1217
42690	1223
42689	1224
42688	1221
42685	1224
42684	1266
42683	1273
42682	1273
42681	1278
42678	1303
42677	1302
42676	1307
42675	1286
42674	1272
42671	1276
42670	1268
42669	1265
42668	1272
42667	1262
42664	1267
42663	1266
42662	1268
42661	1261
42660	1254
42657	1253
42656	1255
42655	1251
42654	1253
42653	1258
42650	1249
42649	1250
42648	1265
42647	1266
42646	1309
42643	1313
42642	1322
42641	1327
42640	1326
42639	1340
42636	1342
42635	1340
42634	1327
42633	1319
42632	1317
42631	1314
42629	1306
42628	1314
42627	1322
42626	1319
42625	1321
42622	1330
42621	1337
42620	1344
42619	1349
42618	1331
42617	1326
42615	1322
42614	1312
42613	1307
42612	1312
42611	1323
42608	1322
42607	1320
42606	1324
42605	1341
42604	1338
42601	1340
42600	1351
42599	1343
42598	1351
42597	1340
42594	1336
42593	1343
42592	1344
42591	1339
42590	1333
42587	1336
42586	1359
42585	1356
42584	1364
42583	1351
42580	1349
42579	1332
42578	1327
42577	1321
42576	1319
42573	1323
42572	1331
42571	1319
42570	1332
42569	1328
42566	1327
42565	1331
42564	1342
42563	1334
42562	1355
42559	1357
42558	1360
42557	1365
42556	1356
42555	1352
42554	1346
42552	1337
42551	1318
42550	1324
42549	1315
42548	1323
42545	1320
42544	1261
42543	1268
42542	1271
42541	1290
42538	1293
42537	1296
42536	1286
42535	1286
42534	1284
42531	1273
42530	1270
42529	1260
42528	1244
42527	1245
42524	1240
42523	1210
42522	1212
42521	1215
42520	1212
42517	1214
42516	1220
42515	1224
42514	1229
42513	1251
42510	1252
42509	1254
42508	1274
42507	1276
42506	1273
42503	1272
42502	1270
42501	1275
42500	1264
42499	1266
42496	1293
42495	1271
42494	1273
42493	1291
42492	1295
42489	1289
42488	1266
42487	1249
42486	1242
42485	1239
42482	1229
42481	1249
42480	1253
42479	1253
42478	1234
42475	1233
42474	1225
42473	1247
42472	1259
42471	1257
42468	1243
42467	1236
42466	1223
42465	1228
42464	1218
42461	1222
42460	1234
42459	1227
42458	1236
42457	1220
42454	1217
42453	1221
42452	1224
42451	1248
42450	1244
42447	1254
42446	1265
42445	1229
42444	1230
42443	1244
42440	1259
42439	1272
42438	1257
42437	1262
42436	1263
42433	1270
42432	1257
42431	1241
42430	1230
42429	1234
42426	1220
42425	1238
42424	1239
42423	1222
42422	1210
42419	1230
42418	1226
42417	1211
42416	1208
42415	1208
42414	1234
42412	1239
42411	1248
42410	1195
42409	1199
42408	1198
42405	1158
42404	1158
42403	1141
42402	1127
42401	1128
42398	1116
42397	1116
42396	1116
42395	1122
42394	1106
42391	1097
42390	1099
42389	1107
42388	1090
42387	1089
42386	1090
42384	1092
42383	1074
42382	1088
42381	1086
42380	1097
42377	1098
42376	1108
42375	1092
42374	1078
42373	1075
42369	1060
42368	1060
42367	1078
42366	1071
42362	1077
42361	1069
42360	1075
42359	1082
42356	1066
42355	1051
42354	1078
42353	1063
42352	1065
42349	1077
42348	1073
42347	1078
42346	1076
42345	1076
42342	1085
42341	1062
42340	1054
42339	1064
42338	1066
42335	1056
42334	1071
42333	1071
42332	1074
42331	1067
42328	1076
42327	1078
42326	1069
42325	1069
42324	1084
42321	1081
42320	1081
42319	1085
42318	1088
42317	1088
42314	1088
42313	1104
42312	1107
42311	1114
42310	1136
42307	1142
42306	1147
42305	1177
42304	1167
42303	1167
42300	1163
42299	1167
42298	1168
42297	1178
42296	1173
42293	1184
42292	1188
42291	1180
42290	1166
42289	1165
42286	1156
42285	1145
42284	1149
42283	1147
42282	1138
42279	1137
42278	1114
42277	1116
42276	1127
42275	1132
42272	1146
42271	1154
42270	1132
42269	1125
42268	1133
42265	1138
42264	1117
42263	1119
42262	1103
42261	1108
42258	1104
42257	1110
42256	1102
42255	1120
42254	1120
42253	1120
42251	1121
42250	1124
42249	1133
42248	1139
42247	1132
42244	1133
42243	1122
42242	1125
42241	1138
42240	1153
42237	1160
42236	1153
42235	1128
42234	1117
42233	1119
42230	1113
42229	1116
42228	1123
42227	1108
42226	1104
42223	1094
42222	1090
42221	1086
42220	1091
42219	1089
42216	1095
42215	1088
42214	1093
42213	1096
42212	1097
42209	1086
42208	1094
42207	1091
42206	1103
42205	1107
42202	1132
42201	1144
42200	1147
42199	1153
42198	1155
42195	1158
42194	1159
42193	1163
42192	1152
42191	1173
42188	1168
42187	1163
42186	1169
42185	1172
42184	1179
42181	1173
42180	1172
42179	1173
42178	1176
42177	1184
42174	1202
42173	1202
42172	1176
42171	1181
42170	1185
42167	1179
42166	1180
42165	1186
42164	1177
42163	1173
42160	1168
42159	1175
42158	1185
42157	1194
42156	1188
42153	1189
42152	1188
42151	1186
42150	1187
42149	1207
42148	1204
42146	1204
42145	1204
42144	1209
42143	1207
42142	1228
42139	1226
42138	1225
42137	1218
42136	1193
42135	1183
42132	1189
42131	1182
42130	1190
42129	1193
42128	1187
42125	1175
42124	1182
42123	1210
42122	1214
42121	1203
42118	1175
42117	1194
42116	1187
42115	1203
42114	1194
42111	1203
42110	1198
42109	1202
42108	1193
42107	1199
42104	1205
42103	1194
42102	1203
42101	1211
42100	1219
42097	1201
42096	1201
42095	1208
42094	1183
42093	1185
42090	1200
42089	1205
42088	1197
42087	1192
42086	1188
42083	1185
42082	1169
42081	1151
42080	1148
42079	1153
42076	1153
42075	1152
42074	1151
42073	1160
42072	1166
42069	1164
42068	1196
42067	1201
42066	1204
42065	1208
42062	1213
42061	1210
42060	1201
42059	1197
42058	1200
42055	1204
42054	1207
42053	1200
42052	1208
42051	1232
42050	1229
42048	1227
42047	1220
42046	1219
42045	1232
42044	1241
42041	1234
42040	1262
42039	1264
42038	1260
42037	1276
42034	1279
42033	1255
42032	1286
42031	1292
42030	1279
42027	1293
42026	1301
42025	1294
42024	1294
42023	1276
42022	1279
42020	1277
42019	1265
42018	1234
42017	1234
42016	1233
42013	1216
42012	1208
42011	1211
42010	1219
42009	1204
42006	1186
42005	1187
42004	1184
42003	1200
42002	1182
41999	1195
41998	1177
41997	1174
41996	1178
41995	1180
41992	1196
41991	1195
41990	1194
41989	1194
41988	1207
41985	1222
41984	1225
41983	1229
41982	1232
41981	1195
41978	1190
41977	1208
41976	1209
41975	1199
41974	1218
41971	1175
41970	1189
41969	1197
41968	1197
41967	1196
41964	1198
41963	1191
41962	1194
41961	1197
41960	1183
41957	1185
41956	1161
41955	1159
41954	1163
41953	1160
41950	1170
41949	1142
41948	1145
41947	1167
41946	1169
41943	1171
41942	1198
41941	1224
41940	1229
41939	1229
41936	1231
41935	1229
41934	1245
41933	1251
41932	1244
41929	1238
41928	1241
41927	1244
41926	1234
41925	1229
41922	1221
41921	1225
41920	1205
41919	1212
41918	1207
41915	1192
41914	1214
41913	1215
41912	1211
41911	1218
41908	1214
41907	1221
41906	1219
41905	1221
41904	1217
41901	1215
41900	1226
41899	1234
41898	1235
41897	1234
41894	1230
41893	1237
41892	1244
41891	1247
41890	1253
41887	1266
41886	1265
41885	1269
41884	1264
41883	1287
41882	1288
41880	1286
41879	1289
41878	1282
41877	1284
41876	1277
41873	1279
41872	1274
41871	1293
41870	1295
41869	1298
41866	1305
41865	1314
41864	1313
41863	1309
41862	1309
41859	1309
41858	1311
41857	1307
41856	1284
41855	1288
41852	1294
41851	1281
41850	1295
41849	1298
41848	1303
41845	1303
41844	1291
41843	1305
41842	1306
41841	1314
41838	1309
41837	1317
41836	1300
41835	1297
41834	1306
41831	1337
41830	1339
41829	1324
41828	1316
41827	1317
41824	1321
41823	1320
41822	1331
41821	1326
41820	1322
41817	1319
41816	1316
41815	1322
41814	1321
41813	1318
41810	1316
41809	1314
41808	1272
41807	1272
41806	1275
41803	1274
41802	1274
41801	1261
41800	1260
41799	1254
41796	1252
41795	1253
41794	1244
41793	1244
41792	1244
41789	1246
41788	1256
41787	1259
41786	1265
41785	1293
41784	1292
41782	1292
41781	1295
41780	1288
41779	1295
41778	1294
41775	1293
41774	1294
41773	1306
41772	1295
41771	1296
41768	1287
41767	1287
41766	1289
41765	1308
41764	1309
41761	1303
41760	1283
41759	1296
41758	1296
41757	1299
41754	1301
41753	1291
41752	1284
41751	1281
41750	1288
41746	1293
41745	1303
41744	1300
41743	1327
41740	1319
41739	1320
41738	1306
41737	1309
41736	1298
41733	1303
41732	1284
41731	1291
41730	1280
41729	1283
41726	1294
41725	1295
41724	1303
41723	1311
41722	1311
41719	1336
41718	1331
41717	1341
41716	1359
41715	1373
41712	1379
41711	1372
41710	1370
41709	1347
41708	1341
41705	1338
41704	1352
41703	1340
41702	1338
41701	1350
41698	1321
41697	1332
41696	1328
41695	1343
41694	1338
41691	1324
41690	1317
41689	1321
41688	1325
41687	1329
41684	1319
41683	1300
41682	1295
41681	1290
41680	1275
41677	1263
41676	1258
41675	1257
41674	1252
41673	1260
41670	1240
41669	1242
41668	1262
41667	1251
41666	1264
41663	1265
41662	1263
41661	1239
41660	1242
41659	1255
41656	1252
41655	1240
41654	1238
41653	1245
41652	1251
41649	1247
41648	1229
41647	1225
41646	1229
41645	1238
41642	1238
41641	1225
41640	1205
41639	1202
41638	1203
41635	1216
41634	1214
41632	1205
41631	1198
41628	1205
41627	1195
41626	1236
41625	1231
41624	1246
41621	1236
41620	1226
41619	1259
41618	1262
41617	1235
41614	1230
41613	1233
41612	1248
41611	1222
41610	1222
41607	1251
41606	1244
41605	1238
41604	1241
41603	1241
41600	1244
41599	1244
41598	1258
41597	1273
41596	1272
41593	1287
41592	1286
41591	1268
41590	1271
41589	1281
41586	1285
41585	1308
41584	1318
41583	1308
41582	1315
41579	1313
41578	1324
41577	1349
41576	1345
41575	1352
41572	1352
41571	1350
41570	1334
41569	1343
41568	1316
41565	1314
41564	1323
41563	1282
41562	1273
41561	1276
41558	1268
41557	1297
41556	1307
